Identity,Gender,Born_USA?,Ethnicity,Name_Change?,Genre=drama,Birth,Final,Alive,?Films,?FourStar_Films,?Wins,?Noms,FirstFilm_Year,FirstWin_Year,FirstNom_Year
1393,Male,Yes,White,No,Yes,1913,1982,No,18,7,0,0,1951,,
1394,Male,Yes,White,No,Yes,1927,1973,No,7,2,0,1,1959,,1969
1395,Male,Yes,White,No,Yes,1934,2001,Yes,62,18,0,1,1948,,1957
1396,Male,Yes,White,No,Yes,1897,1965,No,25,2,0,0,1943,,
1397,Female,Yes,White,No,Yes,1893,1961,No,27,2,0,2,1928,,1929
1398,Female,Yes,White,Yes,No,1896,1985,No,39,8,1,2,1920,1968,1965
1399,Female,Yes,White,Yes,Yes,1914,2001,Yes,44,11,0,1,1937,,1940
1400,Male,Yes,White,No,No,1941,2001,Yes,27,6,0,1,1969,,1970
1401,Male,Yes,White,No,Yes,1939,1976,No,36,4,0,2,1954,,1955
1402,Female,Yes,White,No,Yes,1908,1978,No,64,3,0,0,1927,,
1403,Female,Yes,White,No,Yes,1946,2001,Yes,37,6,2,2,1967,1979,1979
1404,Female,Yes,White,No,No,1938,2001,Yes,62,4,0,1,1957,,1970
1405,Female,Yes,White,No,Yes,1944,2001,Yes,68,7,0,1,1960,,1973
1406,Male,No,White,No,No,1900,1969,No,6,1,0,0,1956,,
1407,Male,Yes,White,No,Yes,1891,1984,No,45,14,0,1,1932,,1950
1408,Male,Yes,White,Yes,Yes,1943,2001,Yes,28,5,0,1,1968,,1983
1409,Male,Yes,White,No,Yes,1940,2001,Yes,69,13,0,1,1966,,1984
1410,Female,No,White,No,Yes,1939,2001,Yes,45,1,0,1,1962,,1965
1411,Female,No,White,No,No,1943,2001,Yes,3,1,0,0,1967,,
1412,Female,Yes,White,No,Yes,1970,2001,Yes,19,2,0,0,1988,,
1413,Male,Yes,White,No,Yes,1948,2001,Yes,50,11,0,1,1981,,1989
1414,Female,Yes,White,No,Yes,1937,1992,No,25,2,1,1,1961,1966,1966
1415,Female,No,White,No,Yes,1879,1950,No,50,8,0,1,1929,,1941
1416,Female,No,White,No,Yes,1941,2001,Yes,33,3,0,1,1962,,1970
1417,Male,Yes,White,No,Yes,1924,1985,No,78,5,0,0,1948,,
1418,Male,No,White,No,No,1930,2001,Yes,74,11,1,1,1950,1987,1987
1419,Male,Yes,White,No,Yes,1960,2001,Yes,33,8,0,2,1980,,1995
1420,Male,No,Hispanic,No,Yes,1889,1973,No,37,3,0,1,1913,,1957
1421,Male,Yes,White,No,No,1940,1986,No,17,5,0,0,1968,,
1422,Male,Yes,White,No,Yes,1935,2001,Yes,75,8,0,1,1960,,1968
1423,Female,No,White,No,No,1957,2001,Yes,40,1,0,0,1983,,
1424,Female,Yes,White,No,Yes,1957,2001,Yes,38,2,0,1,1980,,1995
1425,Male,Yes,White,No,No,1924,2001,Yes,6,2,0,0,1959,,
1426,Male,Yes,White,Yes,Yes,1907,1997,No,75,7,0,0,1936,,
1427,Female,Yes,White,No,No,1949,2001,Yes,34,10,0,0,1970,,
1428,Female,Yes,White,Yes,Yes,1922,2001,Yes,131,20,2,4,1943,1959,1951
1429,Female,Yes,White,Yes,Yes,1907,1992,No,8,2,1,1,1952,1952,1952
1430,Female,Yes,White,No,Yes,1934,2001,Yes,43,6,1,1,1946,1952,1960
1431,Female,Yes,White,No,Yes,1937,2001,Yes,56,8,0,2,1959,,1960
1432,Female,Yes,White,Yes,No,1934,2001,Yes,57,14,1,5,1955,1983,1958
1433,Male,Yes,White,No,No,1939,2001,Yes,43,3,0,0,1962,,
1434,Male,Yes,White,No,No,1895,1962,No,175,13,0,0,1930,,
1435,Male,No,Multiracial,No,No,1913,1976,No,121,12,0,0,1947,,
1436,Male,Yes,White,No,Yes,1924,2001,Yes,56,14,1,2,1950,1963,1958
1437,Female,Yes,White,No,No,1949,2001,Yes,27,8,0,3,1977,,1983
1438,Male,No,White,No,Yes,1949,2001,Yes,23,4,0,0,1984,,
1439,Female,No,White,Yes,Yes,1921,1985,No,64,9,1,2,1937,1959,1959
1440,Female,Yes,White,No,Yes,1949,2001,Yes,36,6,1,5,1972,1980,1976
1441,Male,No,White,Yes,No,1886,1962,No,90,8,0,0,1915,,
1442,Female,Yes,White,No,Yes,1947,2001,Yes,25,2,0,1,1968,,1968
1443,Female,No,White,Yes,Yes,1934,2001,Yes,86,5,1,2,1950,1961,1961
1444,Male,Yes,White,No,Yes,1900,1967,No,79,29,2,9,1930,1937,1936
1445,Female,Yes,White,No,No,1893,1971,No,99,15,0,1,1933,,1938
1446,Female,Yes,White,No,Yes,1954,2001,Yes,10,2,0,0,1978,,
1447,Female,Yes,White,No,Yes,1941,2001,Yes,71,4,0,0,1963,,
1448,Male,Yes,White,No,No,1931,1991,No,27,2,0,0,1969,,
1449,Male,No,White,No,No,1890,1982,No,66,12,0,1,1933,,1964
1450,Male,Yes,White,No,Yes,1926,2001,Yes,29,6,0,0,1957,,
1451,Female,Yes,White,No,Yes,1937,2001,Yes,5,2,0,0,1955,,
1452,Female,Yes,White,Yes,Yes,1936,2001,Yes,85,4,0,0,1959,,
1453,Male,No,White,No,Yes,1951,2001,Yes,36,8,0,0,1972,,
1454,Male,No,White,No,Yes,1943,2001,Yes,29,4,0,1,1970,,1992
1455,Male,Yes,White,No,No,1921,2000,No,62,7,0,0,1949,,
1456,Male,Yes,White,No,Yes,1958,2001,Yes,50,13,0,0,1986,,
1457,Male,Yes,White,No,Yes,1930,1980,No,40,12,0,1,1956,,1966
1458,Female,Yes,White,Yes,Yes,1944,2001,Yes,40,5,0,1,1971,,1993
1459,Male,Yes,White,No,No,1903,1967,No,1,0,0,1,1930,,1936
1460,Male,Yes,White,No,No,1946,2001,Yes,36,3,0,0,1977,,
1461,Male,Yes,White,No,Yes,1928,2001,Yes,121,10,0,1,1951,,1961
1462,Female,Yes,White,No,Yes,1945,2001,Yes,29,8,0,0,1970,,
1463,Female,Yes,White,Yes,Yes,1918,1975,No,65,7,1,5,1929,1958,1947
1464,Female,Yes,White,Yes,Yes,1946,1984,No,6,2,0,0,1980,,
1465,Female,Yes,White,No,Yes,1936,2001,Yes,10,1,0,1,1955,,1959
1466,Female,Yes,White,No,Yes,1937,1990,No,28,7,0,0,1957,,
1467,Female,Yes,White,Yes,Yes,1921,1952,No,18,2,0,1,1940,,1942
1468,Female,Yes,White,Yes,Yes,1946,2001,Yes,54,13,1,5,1970,1995,1981
1469,Female,Yes,White,No,Yes,1946,2001,Yes,51,2,0,1,1971,,1972
1470,Female,No,White,Yes,Yes,1941,2001,Yes,64,7,0,1,1960,,1969
1471,Female,Yes,White,No,Yes,1958,2001,Yes,20,3,0,0,1985,,
1472,Female,Yes,White,No,Yes,1944,2001,Yes,32,7,0,0,1977,,
1473,Male,No,White,No,Yes,1879,1954,No,26,4,0,1,1941,,1941
1474,Male,Yes,White,No,Yes,1934,2001,Yes,36,11,0,0,1962,,
1475,Male,Yes,White,No,Yes,1946,2001,Yes,40,4,0,1,1971,,1976
1476,Female,Yes,White,No,No,1926,2001,Yes,28,5,0,2,1960,,1969
1477,Female,Yes,White,Yes,Yes,1910,1999,No,60,8,0,1,1927,,1937
1478,Male,No,White,No,No,1884,1955,No,46,6,0,0,1932,,
1479,Male,Yes,White,No,Yes,1940,2001,Yes,11,2,0,0,1972,,
1480,Female,No,White,No,Yes,1908,1959,No,36,6,0,0,1932,,
1481,Female,Yes,White,Yes,Yes,1946,2001,Yes,34,7,0,2,1968,,1974
1482,Female,Yes,White,No,Yes,1897,1983,No,18,5,0,0,1935,,
1483,Female,Yes,White,Yes,Yes,1940,1998,No,2,1,0,0,1970,,
1484,Female,Yes,White,No,Yes,1963,2001,Yes,11,2,1,1,1973,1973,1973
1485,Male,Yes,White,No,No,1935,1996,No,13,2,0,0,1961,,
1486,Male,Yes,White,No,Yes,1924,1994,No,97,10,0,1,1960,,1962
1487,Male,No,White,No,Yes,1939,2001,Yes,42,2,0,1,1962,,1962
1488,Female,Yes,White,No,Yes,1918,2001,Yes,41,9,1,3,1941,1942,1941
1489,Female,Yes,White,No,No,1949,2001,Yes,76,14,0,1,1963,,1977
1490,Female,Yes,White,No,No,1956,2001,Yes,19,2,0,0,1980,,
1491,Female,Yes,White,Yes,Yes,1929,2001,Yes,53,7,0,1,1940,,1944
1492,Male,Yes,White,No,Yes,1952,2001,Yes,51,10,0,0,1974,,
1493,Female,Yes,White,Yes,Yes,1950,2001,Yes,32,4,0,1,1981,,1983
1494,Male,Yes,White,No,Yes,1926,1978,No,24,5,0,0,1957,,
1495,Female,Yes,White,No,No,1905,1969,No,33,12,0,6,1947,,1950
1496,Male,No,White,No,Yes,1924,2001,Yes,68,10,0,1,1951,,1958
1497,Female,Yes,White,No,Yes,1910,1985,No,42,11,0,0,1930,,
1498,Female,Yes,White,No,Yes,1955,2001,Yes,12,1,0,0,1978,,
1499,Male,Yes,White,No,Yes,1905,1971,No,58,7,0,1,1942,,1947
1500,Male,Yes,White,No,Yes,1892,1962,No,73,20,1,2,1923,1939,1937
1501,Male,Yes,White,No,Yes,1914,1986,No,7,2,0,0,1966,,
1502,Male,No,White,No,Yes,1961,2001,Yes,30,5,0,1,1981,,1995
1503,Male,Yes,White,No,Yes,1951,2001,Yes,48,6,0,0,1971,,
1504,Male,Yes,White,No,Yes,1960,2001,Yes,33,5,1,1,1978,1980,1980
1505,Female,Yes,Multiracial,No,No,1938,2001,Yes,30,4,0,0,1966,,
1506,Female,Yes,White,No,Yes,1955,2001,Yes,14,3,0,0,1970,,
1507,Male,Yes,Multiracial,No,No,1956,2001,Yes,15,2,0,0,1977,,
1508,Male,Yes,White,No,Yes,1950,2001,Yes,38,8,0,1,1976,,1986
1509,Male,No,White,No,Yes,1941,2001,Yes,31,5,0,1,1975,,1983
1510,Male,No,White,No,Yes,1937,2001,Yes,20,4,0,2,1962,,1965
1511,Male,Yes,White,Yes,Yes,1962,2001,Yes,25,5,0,3,1981,,1989
1512,Male,Yes,White,No,No,1956,2001,Yes,46,11,2,5,1980,1993,1988
1513,Male,Yes,White,No,Yes,1953,2001,Yes,19,4,0,1,1977,,1984
1514,Male,Yes,White,No,Yes,1928,1991,No,16,3,0,0,1962,,
1515,Male,Yes,White,No,Yes,1908,1982,No,50,6,0,1,1932,,1954
1516,Male,No,Multiracial,Yes,Yes,1937,2001,Yes,60,3,0,0,1959,,
1517,Male,Yes,White,No,Yes,1946,2001,Yes,46,10,1,2,1970,1993,1970
1518,Male,Yes,White,Yes,Yes,1925,2001,Yes,132,11,0,1,1948,,1958
1519,Male,Yes,White,No,Yes,1936,2001,Yes,48,8,0,0,1969,,
1520,Male,Yes,White,No,No,1939,2001,Yes,30,7,0,0,1965,,
1521,Male,Yes,White,No,No,1935,2001,Yes,1,0,0,1,1988,,1971
1522,Female,No,White,No,No,1959,2001,Yes,15,1,0,0,1984,,
1523,Male,Yes,White,No,Yes,1942,2001,Yes,49,9,0,0,1973,,
1524,Female,No,White,No,No,1964,2001,Yes,15,6,0,0,1984,,
1525,Male,No,White,No,Yes,1916,1988,No,103,12,0,1,1944,,1960
1526,Male,Yes,White,No,No,1935,1988,No,1,0,0,0,1986,,
1527,Female,Yes,White,No,Yes,1943,2001,Yes,39,7,0,1,1956,,1977
1528,Female,No,White,No,No,1934,2001,Yes,13,4,0,0,1969,,
1529,Female,Yes,White,No,No,1970,2001,Yes,21,4,0,1,1987,,1994
1530,Female,Yes,White,No,No,1903,1986,No,94,9,0,1,1923,,1952
1531,Female,No,White,No,Yes,1906,1973,No,28,3,0,0,1927,,
1532,Female,No,White,No,Yes,1924,2001,Yes,53,4,0,1,1942,,1974
1533,Female,Yes,White,No,No,1940,2001,Yes,35,2,0,0,1956,,
1534,Female,Yes,White,No,Yes,1944,2001,Yes,28,3,0,1,1972,,1974
1535,Male,Yes,White,No,Yes,1910,1971,No,60,7,1,1,1936,1942,1942
1536,Female,No,White,No,Yes,1918,1990,No,32,2,0,0,1953,,
1537,Female,No,White,No,Yes,1928,1999,No,20,3,0,0,1944,,
1538,Female,No,White,No,Yes,1937,2001,Yes,70,11,1,6,1958,1977,1966
1539,Female,Yes,White,Yes,Yes,1929,2001,Yes,90,9,0,0,1946,,
1540,Male,Yes,White,No,No,1938,1982,No,40,3,0,1,1962,,1962
1541,Male,Yes,White,No,Yes,1934,1989,No,28,2,0,0,1961,,
1542,Male,Yes,White,No,Yes,1897,1979,No,102,17,0,0,1932,,
1543,Male,Yes,White,No,Yes,1913,1999,No,58,9,0,0,1939,,
1544,Male,No,White,No,Yes,1883,1959,No,99,12,1,2,1921,1935,1935
1545,Male,Yes,White,No,Yes,1925,2001,Yes,18,2,0,0,1952,,
1546,Male,No,White,No,No,1933,2001,Yes,26,4,0,0,1962,,
1547,Male,Yes,White,No,Yes,1914,1958,No,16,1,0,0,1944,,
1548,Male,No,White,Yes,Yes,1922,1992,No,46,4,0,2,1945,,1961
1549,Male,No,White,No,Yes,1964,2001,Yes,18,3,0,0,1986,,
1550,Female,Yes,White,No,Yes,1894,1979,No,122,19,0,0,1936,,
1551,Female,Yes,White,No,Yes,1910,1982,No,74,5,0,0,1929,,
1552,Female,Yes,Multiracial,No,Yes,1925,2001,Yes,31,4,0,0,1962,,
1553,Female,Yes,White,Yes,Yes,1917,1996,No,54,11,0,0,1943,,
1554,Female,Yes,White,No,Yes,1919,1986,No,19,1,0,0,1939,,
1555,Female,Yes,White,No,Yes,1917,1986,No,45,13,0,0,1946,,
1556,Female,Yes,White,No,Yes,1917,2001,Yes,93,5,0,0,1926,,
1557,Female,Yes,White,Yes,Yes,1924,1984,No,24,2,0,0,1935,,
1558,Female,Yes,White,No,No,1925,2001,Yes,13,1,0,0,1945,,
1559,Male,No,White,No,Yes,1894,1974,No,109,19,0,1,1937,,1957
1560,Female,No,White,No,Yes,1933,2001,Yes,14,3,0,0,1958,,
1561,Female,No,White,Yes,Yes,1913,1967,No,17,5,2,2,1935,1939,1939
1562,Female,No,White,Yes,Yes,1929,1982,No,11,2,0,1,1966,,1966
1563,Female,Yes,White,No,Yes,1900,1961,No,32,0,0,0,1920,,
1564,Male,Yes,White,No,Yes,1885,1949,No,114,17,1,2,1915,1932,1930
1565,Male,Yes,White,No,Yes,1894,1974,No,148,25,3,4,1927,1936,1936
1566,Male,Yes,White,No,No,1909,1984,No,25,6,0,0,1948,,
1567,Male,Yes,White,No,No,1906,2001,Yes,11,2,0,0,1938,,
1568,Male,No,White,Yes,Yes,1884,1950,No,52,15,1,4,1929,1938,1936
1569,Male,Yes,White,Yes,No,1920,2000,No,75,16,1,3,1950,1966,1966
1570,Male,No,White,Yes,Yes,1897,1984,No,116,14,0,2,1926,,1942
1571,Male,Yes,White,No,Yes,1889,1951,No,97,4,1,1,1918,1929,1929
1572,Male,Yes,White,Yes,No,1938,2001,Yes,26,8,0,4,1961,,1967
1573,Male,Yes,White,No,Yes,1934,1974,No,15,7,0,0,1960,,
1574,Male,Yes,White,No,Yes,1927,2001,Yes,20,2,0,0,1959,,
1575,Male,Yes,White,No,Yes,1914,1968,No,43,4,0,0,1947,,
1576,Female,No,White,No,Yes,1912,2001,Yes,30,10,1,3,1933,1958,1938
1577,Male,No,White,No,Yes,1920,2000,No,21,3,0,0,1956,,
1578,Female,Yes,White,No,No,1955,2001,Yes,62,5,1,2,1985,1990,1985
1579,Male,Yes,White,No,Yes,1934,2001,Yes,48,6,0,0,1979,,
1580,Male,Yes,White,No,Yes,1916,1990,No,12,3,0,0,1949,,
1581,Male,Yes,White,No,Yes,1955,2001,Yes,40,5,0,2,1981,,1986
1582,Male,Yes,White,No,Yes,1916,1997,No,35,9,0,0,1941,,
1583,Male,Yes,White,No,Yes,1906,1964,No,66,6,0,1,1942,,1942
1584,Male,No,White,No,No,1916,1987,No,44,6,0,0,1942,,
1585,Male,Yes,White,No,Yes,1912,1989,No,43,5,0,0,1943,,
1586,Male,Yes,White,No,Yes,1888,1947,No,243,17,0,0,1917,,
1587,Male,Yes,White,No,No,1892,1983,No,141,15,0,1,1926,,1946
1588,Male,Yes,White,No,Yes,1885,1981,No,65,14,0,0,1934,,
1589,Male,Yes,White,No,Yes,1902,1989,No,149,21,0,0,1932,,
1590,Male,Yes,White,No,Yes,1905,1979,No,98,7,0,1,1922,,1940
1591,Male,Yes,White,No,Yes,1950,2001,Yes,36,9,0,1,1980,,1995
1592,Male,Yes,White,No,Yes,1928,1997,No,48,9,0,1,1957,,1957
1593,Male,Yes,White,Yes,Yes,1918,1981,No,76,21,1,3,1938,1953,1950
1594,Male,Yes,Middle Eastern,No,Yes,1950,2001,Yes,32,6,1,3,1980,1985,1985
1595,Male,Yes,White,No,No,1922,1993,No,13,2,0,0,1959,,
1596,Male,Yes,White,No,Yes,1892,1984,No,98,15,0,3,1922,,1934
1597,Male,Yes,White,No,Yes,1913,1996,No,61,10,0,0,1943,,
1598,Male,Yes,White,No,Yes,1922,2001,Yes,92,19,0,0,1949,,
1599,Male,No,White,No,No,1931,2001,Yes,185,46,0,0,1957,,
1600,Male,No,White,No,Yes,1891,1946,No,53,6,0,0,1925,,
1601,Male,Yes,White,No,No,1933,2001,Yes,37,3,0,0,1979,,
1602,Female,Yes,White,Yes,Yes,1971,2001,Yes,19,3,0,2,1986,,1993
1603,Male,Yes,White,Yes,No,1935,2001,Yes,42,18,0,1,1965,,1977
1604,Male,Yes,White,No,Yes,1961,2001,Yes,23,3,0,1,1978,,1996
1605,Female,No,White,No,Yes,1906,1984,No,49,7,0,0,1927,,
1606,Male,No,White,Yes,No,1915,1985,No,43,6,1,1,1949,1956,1956
1607,Female,Yes,White,No,Yes,1936,2001,Yes,14,1,0,0,1957,,
1608,Female,No,White,Yes,No,1922,2001,Yes,92,11,0,0,1942,,
1609,Female,Yes,White,No,Yes,1938,2001,Yes,7,0,0,0,1956,,
1610,Female,Yes,White,No,No,1898,1963,No,196,12,0,0,1917,,
1611,Male,No,White,No,Yes,1969,2001,Yes,17,2,0,1,1990,,2000
1612,Male,No,White,No,No,1966,2001,Yes,13,0,0,0,1974,,
1613,Male,No,Multiracial,No,Yes,1964,2001,Yes,7,0,0,0,1990,,
1614,Male,Yes,White,Yes,No,1930,2001,Yes,31,2,0,0,1957,,
1615,Male,Yes,White,Yes,Yes,1950,2001,Yes,38,4,0,0,1970,,
1616,Male,No,White,Yes,Yes,1945,2001,Yes,17,2,0,0,1984,,
1617,Male,Yes,White,No,No,1948,2001,Yes,50,2,0,0,1968,,
1618,Male,No,White,No,Yes,1967,2001,Yes,21,2,1,1,1988,2000,2000
1619,Male,Yes,Multiracial,No,Yes,1964,2001,Yes,19,5,0,0,1985,,
1620,Male,Yes,White,Yes,Yes,1942,2001,Yes,76,5,0,0,1980,,
1621,Male,No,White,No,No,1974,2001,Yes,13,1,0,1,1986,,2000
1622,Female,No,White,No,Yes,1967,2001,Yes,9,1,0,0,1996,,
1623,Female,Yes,White,No,No,1941,2001,Yes,33,4,0,0,1965,,
1624,Female,Yes,White,No,No,1964,2001,Yes,17,5,0,1,1992,,2000
1625,Female,Yes,White,Yes,No,1960,2001,Yes,11,1,0,0,1986,,
1626,Female,Yes,White,No,Yes,1958,2001,Yes,29,2,0,0,1988,,
1627,Female,Yes,White,No,Yes,1959,2001,Yes,26,1,1,1,1986,2000,2000
1628,Female,Yes,White,No,Yes,1979,2001,Yes,7,1,0,1,1998,,2000
1629,Female,Yes,White,No,Yes,1980,2001,Yes,2,1,0,0,1999,,
1630,Female,Yes,White,No,Yes,1974,2001,Yes,26,4,0,0,1985,,
1631,Female,No,White,No,Yes,1940,2001,Yes,1,1,0,0,2000,,
2001,Male,No,White,No,No,1952,2001,Yes,23,2,1,1,1977,1998,1998
2002,Male,No,White,No,Yes,1933,2001,Yes,48,5,0,0,1954,,
2003,Male,Yes,White,No,No,1964,2001,Yes,28,4,0,0,1989,,
2004,Male,No,White,No,Yes,1939,2001,Yes,33,6,0,1,1969,,1998
2005,Male,Yes,White,No,Yes,1945,2001,Yes,58,3,0,0,1970,,
2006,Male,Yes,White,No,No,1928,2001,Yes,86,14,1,1,1956,1998,1998
2007,Male,Yes,White,No,Yes,1977,2001,Yes,12,2,0,0,1991,,
2008,Male,Yes,White,No,Yes,1940,2001,Yes,27,5,0,0,1972,,
2009,Male,Yes,White,No,Yes,1955,2001,Yes,41,9,0,0,1983,,
2010,Female,No,White,No,Yes,1969,2001,Yes,5,0,0,1,1996,,1998
2011,Female,Yes,White,No,Yes,1965,2001,Yes,11,0,0,0,1982,,
2012,Female,No,White,Yes,Yes,1929,2001,Yes,4,1,0,1,1970,,1998
2013,Female,No,White,No,No,1943,2001,Yes,8,2,0,0,1981,,
2014,Female,Yes,White,No,Yes,1973,2001,Yes,21,3,1,1,1991,1998,1998
2015,Female,Yes,White,No,Yes,1969,2001,Yes,12,1,0,0,1992,,
2016,Female,No,White,No,Yes,1964,2001,Yes,16,1,0,0,1988,,
2017,Female,No,White,No,No,1968,2001,Yes,12,2,0,1,1994,,1998
2018,Female,No,White,Yes,Yes,1961,2001,Yes,27,4,0,0,1983,,
3001,Male,No,White,No,Yes,1964,2001,Yes,21,3,1,2,1991,2000,1999
3002,Male,Yes,White,No,No,1954,2001,Yes,7,3,0,0,1989,,
3003,Male,Yes,White,No,Yes,1926,2001,Yes,100,18,0,0,1950,,
3004,Male,No,White,No,Yes,1959,2001,Yes,31,1,0,0,1987,,
3005,Male,Yes,White,No,Yes,1962,2001,Yes,17,4,0,0,1982,,
3006,Male,Yes,White,No,No,1952,2001,Yes,24,4,0,0,1979,,
3007,Male,Yes,White,No,No,1965,2001,Yes,23,4,0,0,1989,,
3008,Male,Yes,White,No,Yes,1957,2001,Yes,4,1,0,1,1998,,1999
3009,Male,No,White,No,Yes,1972,2001,Yes,11,1,0,1,1994,,1999
3010,Male,Yes,White,No,No,1988,2001,Yes,6,1,0,1,1994,,1999
3011,Male,Yes,White,No,No,1986,2001,Yes,5,0,0,0,1998,,
3012,Female,Yes,White,No,No,1961,2001,Yes,19,2,0,0,1993,,
3013,Female,No,White,No,Yes,1962,2001,Yes,11,2,0,1,1986,,1999
3014,Female,Yes,White,No,No,1930,2001,Yes,37,9,0,0,1955,,
3015,Female,Yes,White,No,Yes,1974,2001,Yes,8,0,1,1,1992,1999,1999
3016,Female,Yes,White,No,Yes,1974,2001,Yes,9,0,0,1,1995,,1999
3017,Female,Yes,White,No,Yes,1961,2001,Yes,4,2,0,0,1991,,
3018,Female,No,White,No,No,1972,2001,Yes,14,0,0,1,1991,,1999
3019,Female,No,White,No,Yes,1968,2001,Yes,4,1,0,0,1997,,
3020,Female,Yes,White,No,Yes,1975,2001,Yes,15,0,1,1,1993,1999,1999
3021,Female,Yes,White,No,Yes,1977,2001,Yes,5,0,0,0,1998,,
3022,Female,Yes,White,No,No,1959,2001,Yes,18,3,0,1,1986,,1999
3023,Female,No,White,No,Yes,1977,2001,Yes,7,0,0,1,1997,,1999
